FileName,FunctionName,LoopNumber,LoopNestDepth,ExitBranchCount,InstCount,ArrayAccessCount,ComparisonToZeroCount,ComparisonToConstantCount,IntCmpCount,FloatCmpCount,DoubleCmpCount,PointerCmpCount,NullPointerCmpCount,MemAccessCount,ExpressionCount,IfStmtCount,FunctionCallCount,AssignmentCount,MinArrSize,MaxArrSize,NumNodes,CyclomaticComplexity,AddInstCount,AllocaInstCount,AndInstCount,OrInstCount,BitcastInstCount,BranchInstCount,DivisionInstCount,FMulInstCount,MulInstCount,LoadInstCount,PhiInstCount,StoreInstCount,SubInstCount,ExitCounterValue,MaxLiveVars
s741411834.c,solve,1,1,1,25,9,2,2,3,0,0,0,0,9,8,2,0,2,100,100,6,4,3,0,0,0,0,6,0,0,0,7,0,2,0,-1,8
s299063928.c,main,0,1,1,13,4,0,1,1,0,0,0,0,4,2,0,1,1,0,0,3,2,1,0,0,0,0,3,0,0,0,3,0,1,0,-1,6
s901982188.c,main,0,1,1,13,4,0,1,1,0,0,0,0,4,2,0,1,1,0,0,3,2,1,0,0,0,0,3,0,0,0,3,0,1,0,-1,6
s324563668.c,main,0,1,1,23,8,0,1,2,0,0,0,0,8,4,1,0,2,0,0,5,3,1,0,0,0,0,5,0,0,0,6,0,2,1,-1,13
s493416046.c,main,0,1,2,21,7,0,1,2,0,0,0,0,7,4,1,0,1,4,4,4,2,1,0,0,0,0,4,0,0,0,6,0,1,1,-1,15
s701917914.c,main,0,1,1,25,9,0,2,2,0,0,0,0,9,4,1,1,3,0,0,7,3,2,0,0,0,0,7,0,0,0,6,0,3,0,-1,9
s701917914.c,main,1,2,1,15,5,0,1,1,0,0,0,0,5,2,0,1,1,0,0,3,2,1,0,0,0,0,3,0,0,0,4,0,1,0,-1,9
s765971118.c,_cknum,0,1,3,25,10,0,2,3,0,0,0,0,10,4,2,0,1,0,0,5,2,1,0,0,0,0,5,0,0,0,9,0,1,0,-1,9
s765971118.c,bitcount,0,1,1,16,6,0,0,2,0,0,0,0,6,5,1,0,2,0,0,5,3,1,0,1,0,0,5,0,0,0,4,0,2,0,-1,4
s765971118.c,_sumdig,0,1,1,12,6,1,1,1,0,0,0,0,6,4,0,0,2,0,0,2,2,1,0,0,0,0,2,1,0,0,4,0,2,0,-1,8
s765971118.c,main,0,1,1,22,8,2,2,3,0,0,0,0,8,7,2,1,2,0,0,6,4,2,0,0,0,0,6,0,0,0,6,0,2,0,-1,5
s073176635.c,main,0,1,1,25,9,0,1,2,0,0,0,0,9,5,1,0,2,3,3,5,3,2,0,0,0,0,5,0,0,0,7,0,2,1,-1,15
s869749646.c,main,0,1,1,25,9,0,1,2,0,0,0,0,9,5,1,0,2,4,4,5,3,2,0,0,0,0,5,0,0,0,7,0,2,1,-1,15
s283672921.c,main,0,1,3,26,8,0,2,3,0,0,0,0,8,5,2,0,1,0,0,5,2,1,0,0,0,0,5,0,0,0,7,0,1,1,-1,16
s825993742.c,pom,0,1,1,29,12,2,2,2,0,0,0,0,12,8,1,0,3,0,0,6,3,0,0,1,0,0,6,1,0,2,9,1,3,0,-1,9
s825993742.c,main,0,1,1,12,5,0,0,1,0,0,0,0,5,2,0,1,1,0,0,3,2,1,0,0,0,0,3,0,0,0,4,0,1,0,-1,4
s825993742.c,main,1,1,1,20,10,0,0,1,0,0,0,0,10,4,0,0,2,0,0,3,2,2,0,0,0,0,3,0,0,0,8,0,2,0,-1,11
s825993742.c,main,2,1,1,79,39,2,2,3,0,0,0,0,39,17,2,0,9,0,0,9,4,7,0,0,0,0,9,0,0,2,30,0,9,1,-1,36
s819047693.c,main,0,1,2,23,8,0,1,2,0,0,0,0,8,4,1,0,2,0,0,5,2,1,0,0,0,0,5,0,0,0,6,0,2,1,-1,13
s348694585.c,main,0,1,1,25,9,0,1,2,0,0,0,0,9,4,1,0,3,3,3,6,3,1,0,0,0,0,6,0,0,0,6,0,3,1,-1,15
s750943444.c,main,0,1,1,13,5,0,0,1,0,0,0,0,5,2,0,1,1,0,0,3,2,1,0,0,0,0,3,0,0,0,4,0,1,0,-1,5
s750943444.c,main,1,1,1,19,8,0,1,2,0,0,0,0,8,4,1,0,2,0,0,5,3,2,0,0,0,0,5,0,0,0,6,0,2,0,-1,8
s996162627.c,main,0,1,1,13,5,0,0,1,0,0,0,0,5,2,0,1,1,0,0,3,2,1,0,0,0,0,3,0,0,0,4,0,1,0,-1,5
s996162627.c,main,1,1,1,13,5,0,0,1,0,0,0,0,5,2,0,1,1,0,0,3,2,1,0,0,0,0,3,0,0,0,4,0,1,0,-1,5
s996162627.c,main,2,1,1,13,5,0,0,1,0,0,0,0,5,2,0,1,1,0,0,3,2,1,0,0,0,0,3,0,0,0,4,0,1,0,-1,5
s996162627.c,main,3,1,1,58,24,0,0,5,0,0,0,0,24,9,4,0,6,0,0,17,6,4,0,0,0,0,17,0,0,0,18,0,6,0,-1,13
s996162627.c,main,4,2,1,47,19,0,0,4,0,0,0,0,19,7,3,0,4,0,0,13,5,3,0,0,0,0,13,0,0,0,15,0,4,0,-1,13
s996162627.c,main,5,3,1,24,10,0,0,2,0,0,0,0,10,4,1,0,2,0,0,6,3,2,0,0,0,0,6,0,0,0,8,0,2,0,-1,13
s363932763.c,main,0,1,1,26,10,0,0,1,0,0,0,0,10,2,0,1,2,0,0,3,2,1,0,0,0,0,3,0,0,0,8,0,2,0,-1,19
s363932763.c,main,1,1,1,53,26,0,0,2,0,0,0,0,26,9,1,0,6,0,0,5,3,5,0,0,0,0,5,1,0,1,20,0,6,0,-1,43
s996325744.c,main,0,1,1,13,5,0,0,1,0,0,0,0,5,2,0,1,1,0,0,3,2,1,0,0,0,0,3,0,0,0,4,0,1,0,-1,4
s535277107.c,main,0,1,1,13,4,0,1,1,0,0,0,0,4,2,0,1,1,0,0,3,2,1,0,0,0,0,3,0,0,0,3,0,1,0,-1,6
s535277107.c,main,1,1,1,27,9,0,1,2,0,0,0,0,9,5,1,0,2,0,0,5,3,2,0,0,0,0,5,0,0,0,7,0,2,1,-1,16
s873369522.c,main,0,1,1,13,5,0,0,1,0,0,0,0,5,2,0,1,1,0,0,3,2,1,0,0,0,0,3,0,0,0,4,0,1,0,-1,5
s873369522.c,main,1,1,1,140,68,1,1,7,0,0,0,0,68,23,6,4,23,0,0,25,8,9,1,0,0,0,25,0,0,0,45,1,23,7,-1,26
s912180053.c,main,0,1,1,58,13,4,6,8,0,0,0,0,13,10,6,3,4,3,3,16,8,1,0,0,0,0,16,0,0,0,9,1,4,0,-1,9
s912180053.c,main,1,2,1,38,10,2,3,5,0,0,0,0,10,6,3,0,3,3,3,8,5,1,0,0,0,0,8,0,0,0,7,1,3,0,-1,9
s357660275.c,search,0,1,1,26,13,0,0,2,0,0,0,0,13,6,1,0,3,0,0,5,3,2,0,0,0,0,5,1,0,0,10,0,3,1,-1,16
s357660275.c,prarr,0,1,1,20,8,1,1,2,0,0,0,0,8,3,1,2,1,0,0,5,3,1,0,0,0,0,5,0,0,0,7,0,1,0,-1,7
s357660275.c,getperm,0,1,1,15,8,0,0,1,0,0,0,0,8,2,0,0,2,0,0,3,2,1,0,0,0,0,3,0,0,0,6,0,2,0,-1,7
s357660275.c,getperm,1,1,1,22,9,0,1,1,0,0,0,0,9,4,0,2,2,0,0,3,2,2,0,0,0,0,3,0,0,0,7,0,2,0,-1,15
s357660275.c,coordinate_comp,0,1,1,25,12,0,0,1,0,0,0,0,12,2,0,0,3,0,0,3,2,1,0,0,0,0,3,0,0,0,9,0,3,0,-1,17
s357660275.c,coordinate_comp,1,1,1,36,15,0,0,2,0,0,0,0,15,5,1,0,3,0,0,5,3,2,0,0,0,0,5,0,0,0,12,0,3,1,-1,14
s357660275.c,next_permutation,0,1,2,21,9,1,1,2,0,0,0,0,9,4,1,0,1,0,0,4,2,2,0,0,0,0,4,0,0,0,8,0,1,0,-1,14
s357660275.c,next_permutation,1,1,2,20,9,1,1,2,0,0,0,0,9,3,1,0,1,0,0,4,2,1,0,0,0,0,4,0,0,0,8,0,1,0,-1,14
s357660275.c,next_permutation,2,1,2,29,14,0,0,2,0,0,0,0,14,5,1,1,2,0,0,5,2,1,0,0,0,0,5,0,0,0,12,0,2,2,-1,12
s357660275.c,main,0,1,1,92,36,0,3,7,0,0,0,0,36,13,6,1,8,4,4,22,8,6,0,0,0,0,22,0,0,0,28,0,8,0,-1,23
s357660275.c,main,1,2,1,82,32,0,2,6,0,0,0,0,32,11,5,1,6,4,4,18,7,5,0,0,0,0,18,0,0,0,26,0,6,0,-1,23
s357660275.c,main,2,3,1,67,26,0,1,4,0,0,0,0,26,8,3,1,4,4,4,12,5,4,0,0,0,0,12,0,0,0,22,0,4,0,-1,23
s357660275.c,main,3,4,3,40,16,0,1,3,0,0,0,0,16,6,2,1,1,4,4,5,2,3,0,0,0,0,5,0,0,0,15,0,1,0,-1,23
s357660275.c,main,4,1,1,99,35,1,4,4,0,0,0,0,35,13,3,4,6,4,4,13,5,9,0,0,0,0,13,0,0,0,29,0,6,0,-1,45
s357660275.c,main,5,2,1,87,31,1,3,3,0,0,0,0,31,11,2,3,4,4,4,9,4,8,0,0,0,0,9,0,0,0,27,0,4,0,-1,45
s357660275.c,main,6,3,1,77,27,1,2,2,0,0,0,0,27,9,1,3,2,4,4,5,3,7,0,0,0,0,5,0,0,0,25,0,2,0,-1,45
s258398098.c,main,0,1,1,33,15,0,0,1,0,0,0,0,15,4,0,1,3,41,41,3,2,3,0,0,0,0,3,0,0,0,12,0,3,0,-1,27
s258398098.c,main,1,1,1,41,18,0,0,3,0,0,0,0,18,6,2,0,6,0,0,11,4,3,0,0,0,0,11,0,0,0,12,0,6,0,-1,12
s258398098.c,main,2,2,1,30,13,0,0,2,0,0,0,0,13,4,1,0,4,0,0,7,3,2,0,0,0,0,7,0,0,0,9,0,4,0,-1,12
s258398098.c,main,3,3,1,19,8,0,0,1,0,0,0,0,8,2,0,0,2,0,0,3,2,1,0,0,0,0,3,0,0,0,6,0,2,0,-1,12
s567422105.c,main,0,1,1,25,10,0,0,2,0,0,0,0,10,4,1,0,2,10,20,5,3,1,0,0,0,0,5,0,0,0,8,0,2,1,-1,17
s231226550.c,main,0,1,1,25,9,0,2,2,0,0,0,0,9,4,1,1,3,0,0,7,3,2,0,0,0,0,7,0,0,0,6,0,3,0,-1,9
s231226550.c,main,1,2,1,15,5,0,1,1,0,0,0,0,5,2,0,1,1,0,0,3,2,1,0,0,0,0,3,0,0,0,4,0,1,0,-1,9
s231226550.c,main,2,1,1,34,13,0,2,2,0,0,0,0,13,6,1,0,4,0,0,7,3,2,0,0,0,0,7,0,0,0,9,0,4,2,-1,19
s231226550.c,main,3,2,1,24,9,0,1,1,0,0,0,0,9,4,0,0,2,0,0,3,2,1,0,0,0,0,3,0,0,0,7,0,2,2,-1,19
s231226550.c,main,4,1,1,41,15,1,3,3,0,0,0,0,15,6,2,0,5,0,0,10,4,2,0,0,0,0,10,0,0,0,10,0,5,1,-1,22
s231226550.c,main,5,2,1,31,11,1,2,2,0,0,0,0,11,4,1,0,3,0,0,6,3,1,0,0,0,0,6,0,0,0,8,0,3,1,-1,22
s122403548.c,main,0,1,1,13,5,0,0,1,0,0,0,0,5,2,0,1,1,0,0,3,2,1,0,0,0,0,3,0,0,0,4,0,1,0,-1,5
s122403548.c,main,1,1,1,13,5,0,0,1,0,0,0,0,5,2,0,1,1,0,0,3,2,1,0,0,0,0,3,0,0,0,4,0,1,0,-1,5
s122403548.c,main,2,1,1,13,5,0,0,1,0,0,0,0,5,2,0,1,1,0,0,3,2,1,0,0,0,0,3,0,0,0,4,0,1,0,-1,5
s122403548.c,main,3,1,1,51,22,0,0,5,0,0,0,0,22,9,3,0,6,0,0,13,5,4,0,0,0,0,13,0,0,0,16,0,6,0,-1,21
s122403548.c,main,4,2,1,40,17,0,0,4,0,0,0,0,17,7,2,0,4,0,0,9,4,3,0,0,0,0,9,0,0,0,13,0,4,0,-1,21
s122403548.c,main,5,3,1,29,12,0,0,3,0,0,0,0,12,5,1,0,2,0,0,5,3,2,0,0,0,0,5,0,0,0,10,0,2,0,-1,21
s421033268.c,main,0,1,1,13,4,0,1,1,0,0,0,0,4,2,0,1,1,0,0,3,2,1,0,0,0,0,3,0,0,0,3,0,1,0,-1,6
s542357723.c,main,0,1,1,25,9,0,2,2,0,0,0,0,9,4,1,1,3,0,0,7,3,2,0,0,0,0,7,0,0,0,6,0,3,0,-1,9
s542357723.c,main,1,2,1,15,5,0,1,1,0,0,0,0,5,2,0,1,1,0,0,3,2,1,0,0,0,0,3,0,0,0,4,0,1,0,-1,9
s461257367.c,main,0,1,2,21,7,0,1,2,0,0,0,0,7,4,1,0,1,5,5,4,2,1,0,0,0,0,4,0,0,0,6,0,1,1,-1,15
s755701273.c,main,0,1,1,14,7,0,0,1,0,0,0,0,7,2,0,1,2,0,0,3,2,1,0,0,0,0,3,0,0,0,5,0,2,0,-1,6
s755701273.c,main,1,1,1,26,12,0,1,2,0,0,0,0,12,4,1,1,3,0,0,7,3,2,0,0,0,0,7,0,0,0,9,0,3,0,-1,9
s755701273.c,main,2,2,1,15,7,0,1,1,0,0,0,0,7,2,0,1,1,0,0,3,2,1,0,0,0,0,3,0,0,0,6,0,1,0,-1,9
s768943534.c,binary_search,0,1,2,44,21,0,0,4,0,0,0,0,21,8,3,0,3,0,0,9,4,2,0,0,0,0,9,1,0,0,18,0,3,1,-1,16
s768943534.c,lower_bound,0,1,1,31,16,0,1,2,0,0,0,0,16,7,1,1,4,0,0,5,3,2,0,0,0,0,5,1,0,0,12,0,4,2,-1,21
s768943534.c,merge_sort,0,1,1,18,9,0,0,1,0,0,0,0,9,2,0,0,2,10,10,3,2,1,0,0,0,0,3,0,0,0,7,0,2,0,-1,11
s768943534.c,merge_sort,1,1,1,23,11,0,0,1,0,0,0,0,11,5,0,0,2,10,10,3,2,2,0,0,0,0,3,0,0,0,9,0,2,2,-1,18
s768943534.c,merge_sort,2,1,1,43,20,0,0,2,0,0,0,0,20,5,1,0,5,10,10,6,3,3,0,0,0,0,6,0,0,0,15,0,5,0,-1,13
s768943534.c,main,0,1,1,16,8,0,0,1,0,0,0,0,8,2,0,1,2,0,0,3,2,1,0,0,0,0,3,0,0,0,6,0,2,0,-1,7
s768943534.c,main,1,1,1,16,8,0,0,1,0,0,0,0,8,2,0,1,2,0,0,3,2,1,0,0,0,0,3,0,0,0,6,0,2,0,-1,7
s768943534.c,main,2,1,1,16,8,0,0,1,0,0,0,0,8,2,0,1,2,0,0,3,2,1,0,0,0,0,3,0,0,0,6,0,2,0,-1,7
s768943534.c,main,3,1,1,15,7,0,0,1,0,0,0,0,7,2,0,1,1,0,0,3,2,1,0,0,0,0,3,0,0,0,6,0,1,0,-1,6
s768943534.c,main,4,1,1,15,7,0,0,1,0,0,0,0,7,2,0,1,1,0,0,3,2,1,0,0,0,0,3,0,0,0,6,0,1,0,-1,6
s768943534.c,main,5,1,1,15,7,0,0,1,0,0,0,0,7,2,0,1,1,0,0,3,2,1,0,0,0,0,3,0,0,0,6,0,1,0,-1,6
s768943534.c,main,6,1,1,84,45,0,0,5,0,0,0,0,45,13,4,2,10,0,0,13,6,5,0,0,0,0,13,0,0,0,35,0,10,3,-1,24
s768943534.c,main,7,2,1,39,22,0,0,2,0,0,0,0,22,6,1,1,5,0,0,5,3,3,0,0,0,0,5,0,0,0,17,0,5,1,-1,24
s116461148.c,main,0,1,1,13,4,0,1,1,0,0,0,0,4,2,0,1,1,0,0,3,2,1,0,0,0,0,3,0,0,0,3,0,1,0,-1,6
s116461148.c,main,1,1,2,25,8,0,1,2,0,0,0,0,8,4,1,0,2,0,0,5,2,1,0,0,0,0,5,0,0,0,6,0,2,1,-1,16
s312347738.c,main,0,1,1,13,4,0,1,1,0,0,0,0,4,2,0,1,1,0,0,3,2,1,0,0,0,0,3,0,0,0,3,0,1,0,-1,6
s312347738.c,main,1,1,1,27,9,0,1,2,0,0,0,0,9,5,1,0,2,0,0,5,3,2,0,0,0,0,5,0,0,0,7,0,2,1,-1,16
s423872318.c,main,0,1,1,34,13,0,2,2,0,0,0,0,13,6,1,0,4,0,0,7,3,2,0,0,0,0,7,0,0,0,9,0,4,2,-1,19
s423872318.c,main,1,2,1,24,9,0,1,1,0,0,0,0,9,4,0,0,2,0,0,3,2,1,0,0,0,0,3,0,0,0,7,0,2,2,-1,19
s423872318.c,main,2,1,2,36,13,0,2,3,0,0,0,0,13,5,2,0,3,0,0,8,3,2,0,0,0,0,8,0,0,0,10,0,3,0,-1,21
s423872318.c,main,3,2,2,26,9,0,1,2,0,0,0,0,9,3,1,0,1,0,0,4,2,1,0,0,0,0,4,0,0,0,8,0,1,0,-1,21
s597888531.c,main,0,1,1,30,10,0,3,3,0,0,0,0,10,5,2,2,3,0,0,9,4,2,0,0,0,0,9,0,0,0,7,0,3,0,-1,11
s597888531.c,main,1,2,1,20,6,0,2,2,0,0,0,0,6,3,1,2,1,0,0,5,3,1,0,0,0,0,5,0,0,0,5,0,1,0,-1,11
s597888531.c,main,2,1,1,25,8,0,1,2,0,0,0,0,8,4,1,0,2,0,0,5,3,1,0,0,0,0,5,0,0,0,6,0,2,1,-1,16
s195816944.c,main,0,1,1,25,9,0,2,2,0,0,0,0,9,4,1,1,3,0,0,7,3,2,0,0,0,0,7,0,0,0,6,0,3,0,-1,9
s195816944.c,main,1,2,1,15,5,0,1,1,0,0,0,0,5,2,0,1,1,0,0,3,2,1,0,0,0,0,3,0,0,0,4,0,1,0,-1,9
s761058186.c,main,0,1,1,25,7,0,1,1,0,0,0,0,7,2,0,2,1,0,0,3,2,1,0,0,0,0,3,0,0,0,6,0,1,0,-1,18
s761058186.c,main,1,1,1,35,12,1,2,3,0,0,0,0,12,7,2,0,3,0,0,7,4,3,0,0,0,0,7,0,0,0,9,1,3,1,-1,16
s334420095.c,main,0,1,1,44,13,1,3,4,0,0,0,0,13,8,3,3,5,4,4,12,5,2,0,0,0,0,12,0,0,0,8,0,5,1,-1,15
s334420095.c,main,1,2,1,27,10,0,1,2,0,0,0,0,10,5,1,0,3,4,4,6,3,2,0,0,0,0,6,0,0,0,7,0,3,1,-1,15
s223749959.c,main,0,1,1,25,9,0,2,2,0,0,0,0,9,4,1,1,3,0,0,7,3,2,0,0,0,0,7,0,0,0,6,0,3,0,-1,9
s223749959.c,main,1,2,1,15,5,0,1,1,0,0,0,0,5,2,0,1,1,0,0,3,2,1,0,0,0,0,3,0,0,0,4,0,1,0,-1,9
s130352683.c,main,0,1,1,14,6,0,0,1,0,0,0,0,6,3,0,0,2,0,0,3,2,2,0,0,0,0,3,0,0,0,4,0,2,0,-1,6
s130352683.c,main,1,1,1,13,5,0,0,1,0,0,0,0,5,2,0,1,1,0,0,3,2,1,0,0,0,0,3,0,0,0,4,0,1,0,-1,5
s130352683.c,main,2,1,1,28,12,0,0,2,0,0,0,0,12,5,1,0,4,0,0,7,3,2,0,0,0,0,7,0,0,1,8,0,4,0,-1,11
s130352683.c,main,3,2,1,17,7,0,0,1,0,0,0,0,7,3,0,0,2,0,0,3,2,1,0,0,0,0,3,0,0,1,5,0,2,0,-1,11
s394567744.c,main,0,1,1,13,4,0,1,1,0,0,0,0,4,2,0,1,1,0,0,3,2,1,0,0,0,0,3,0,0,0,3,0,1,0,-1,5
s394567744.c,main,1,1,1,40,14,0,2,3,0,0,0,0,14,7,2,0,4,0,0,9,4,2,0,0,0,0,9,0,0,0,10,0,4,2,-1,21
s394567744.c,main,2,2,1,30,10,0,1,2,0,0,0,0,10,5,1,0,2,0,0,5,3,1,0,0,0,0,5,0,0,0,8,0,2,2,-1,21
s825993742.c,main,3,1,1,32,15,0,1,1,0,0,0,0,15,9,0,0,3,0,0,3,2,4,0,0,0,0,3,0,0,1,12,0,3,0,-1,24
s787391233.c,main,0,1,1,45,24,1,1,2,0,0,0,0,24,7,0,1,3,0,0,3,2,2,0,0,0,0,3,0,0,0,21,0,3,2,-1,36
s787391233.c,main,1,1,1,13,7,0,0,1,0,0,0,0,7,2,0,0,2,0,0,3,2,1,0,0,0,0,3,0,0,0,5,0,2,0,-1,5
s787391233.c,main,2,1,1,13,7,0,0,1,0,0,0,0,7,2,0,0,2,0,0,3,2,1,0,0,0,0,3,0,0,0,5,0,2,0,-1,5
s787391233.c,main,3,1,1,13,7,0,0,1,0,0,0,0,7,2,0,0,2,0,0,3,2,1,0,0,0,0,3,0,0,0,5,0,2,0,-1,5
s787391233.c,main,4,1,1,72,44,0,1,2,0,0,0,0,44,7,1,2,7,0,0,6,3,3,0,0,0,0,6,0,0,1,37,0,7,1,-1,41
s787391233.c,main,5,1,1,48,24,2,2,4,0,0,0,0,24,7,3,2,3,0,0,10,5,3,0,0,0,0,10,0,0,0,21,0,3,0,-1,10
s588086097.c,testA,0,1,1,133,69,0,0,5,0,0,0,0,69,18,4,2,17,0,0,16,10,9,0,0,0,0,15,0,0,0,52,0,17,4,-1,26
s588086097.c,testA,1,1,1,37,19,1,1,2,0,0,0,0,19,5,1,0,3,0,0,5,3,3,0,0,0,0,5,0,0,0,16,0,3,0,-1,18
s588086097.c,main,0,1,1,14,6,0,0,1,0,0,0,0,6,2,0,1,1,0,0,3,2,1,0,0,0,0,3,0,0,0,5,0,1,0,-1,6
s588086097.c,main,1,1,1,14,7,0,0,1,0,0,0,0,7,2,0,0,2,0,0,3,2,1,0,0,0,0,3,0,0,0,5,0,2,0,-1,6
s588086097.c,main,2,1,1,14,7,0,0,1,0,0,0,0,7,2,0,0,2,0,0,3,2,1,0,0,0,0,3,0,0,0,5,0,2,0,-1,6
s588086097.c,main,3,1,1,14,7,0,0,1,0,0,0,0,7,2,0,0,2,0,0,3,2,1,0,0,0,0,3,0,0,0,5,0,2,0,-1,6
s588086097.c,main,4,1,1,67,30,0,1,2,0,0,0,0,30,13,1,9,5,5,5,5,3,3,0,0,0,0,5,0,0,4,25,0,5,0,-1,50
s588086097.c,main,5,1,1,14,7,0,0,1,0,0,0,0,7,2,0,0,2,0,0,3,2,1,0,0,0,0,3,0,0,0,5,0,2,0,-1,6
s588086097.c,main,6,1,1,67,30,0,1,2,0,0,0,0,30,13,1,9,5,5,5,5,3,3,0,0,0,0,5,0,0,4,25,0,5,0,-1,51
s113096850.c,main,0,1,1,44,13,2,3,4,0,0,0,0,13,8,3,3,5,4,4,12,5,2,0,0,0,0,12,0,0,0,8,0,5,1,-1,15
s113096850.c,main,1,2,1,27,10,0,1,2,0,0,0,0,10,5,1,0,3,4,4,6,3,2,0,0,0,0,6,0,0,0,7,0,3,1,-1,15
s438990330.c,main,0,1,1,25,9,0,2,2,0,0,0,0,9,4,1,1,3,0,0,7,3,2,0,0,0,0,7,0,0,0,6,0,3,0,-1,9
s438990330.c,main,1,2,1,15,5,0,1,1,0,0,0,0,5,2,0,1,1,0,0,3,2,1,0,0,0,0,3,0,0,0,4,0,1,0,-1,9
s258398098.c,main,4,1,1,115,49,0,0,6,0,0,0,0,49,14,5,0,10,41,41,18,7,4,0,0,0,0,18,0,0,0,39,0,10,4,-1,33
s258398098.c,main,5,2,1,104,44,0,0,5,0,0,0,0,44,12,4,0,8,41,41,14,6,3,0,0,0,0,14,0,0,0,36,0,8,4,-1,33
s129812210.c,main,0,1,1,22,9,0,2,2,0,0,0,0,9,4,1,0,4,0,0,5,3,2,0,0,0,0,5,0,0,0,5,0,4,0,-1,10
s129812210.c,main,1,2,1,14,6,0,1,1,0,0,0,0,6,2,0,0,2,0,0,2,2,1,0,0,0,0,2,0,0,0,4,0,2,0,-1,10
s129812210.c,main,2,1,1,58,25,1,1,4,0,0,0,0,25,10,3,1,7,0,0,10,5,4,0,0,0,0,10,0,0,0,18,0,7,2,-1,28
s129812210.c,main,3,2,1,49,22,0,0,3,0,0,0,0,22,8,2,0,5,0,0,7,4,3,0,0,0,0,7,0,0,0,17,0,5,2,-1,28
s129812210.c,main,4,3,1,40,18,0,0,2,0,0,0,0,18,6,1,0,3,0,0,4,3,2,0,0,0,0,4,0,0,0,15,0,3,2,-1,28
s129812210.c,main,5,1,1,37,16,0,2,3,0,0,0,0,16,5,2,0,3,0,0,7,4,2,0,0,0,0,7,0,0,0,13,1,3,0,-1,12
s663527725.c,main,0,1,1,22,10,1,1,1,0,0,0,0,10,3,0,0,3,100,100,2,2,2,0,0,0,0,2,0,0,0,7,0,3,0,-1,15
s736579968.c,main,0,1,1,25,10,0,2,2,0,0,0,0,10,4,1,0,4,0,0,7,3,2,0,0,0,0,7,0,0,0,6,0,4,0,-1,9
s736579968.c,main,1,2,1,15,6,0,1,1,0,0,0,0,6,2,0,0,2,0,0,3,2,1,0,0,0,0,3,0,0,0,4,0,2,0,-1,9
s663527725.c,main,1,1,1,42,15,2,2,3,0,0,0,0,15,6,2,0,4,100,100,9,4,3,0,0,0,0,9,0,0,0,11,0,4,0,-1,15
s663527725.c,main,2,2,1,28,10,1,1,2,0,0,0,0,10,4,1,0,2,100,100,5,3,2,0,0,0,0,5,0,0,0,8,0,2,0,-1,15
s736579968.c,main,2,1,1,72,29,3,3,4,0,0,0,0,29,12,3,2,6,0,0,13,5,8,0,0,0,0,13,0,0,0,23,0,6,0,-1,37
s736579968.c,main,3,2,1,60,24,3,3,3,0,0,0,0,24,10,2,1,4,0,0,9,4,7,0,0,0,0,9,0,0,0,20,0,4,0,-1,37
s736579968.c,main,4,3,1,50,20,2,2,2,0,0,0,0,20,8,1,1,2,0,0,5,3,6,0,0,0,0,5,0,0,0,18,0,2,0,-1,37
s736579968.c,main,5,1,1,37,16,0,2,3,0,0,0,0,16,7,2,1,4,0,0,9,4,2,0,0,0,0,9,0,0,2,12,0,4,0,-1,13
s736579968.c,main,6,2,1,27,12,0,1,2,0,0,0,0,12,5,1,1,2,0,0,5,3,1,0,0,0,0,5,0,0,2,10,0,2,0,-1,13
s424195698.c,main,4,3,1,26,13,0,0,1,0,0,0,0,13,4,0,0,2,0,0,3,2,2,0,0,0,0,3,0,0,1,11,0,2,0,-1,18
s887891141.c,main,0,1,1,25,9,0,2,2,0,0,0,0,9,4,1,1,3,0,0,7,3,2,0,0,0,0,7,0,0,0,6,0,3,0,-1,9
s887891141.c,main,1,2,1,15,5,0,1,1,0,0,0,0,5,2,0,1,1,0,0,3,2,1,0,0,0,0,3,0,0,0,4,0,1,0,-1,9
s424195698.c,main,5,1,1,248,118,0,0,6,0,0,0,0,118,27,5,0,7,0,0,19,7,19,0,0,0,0,19,0,0,2,111,2,7,0,-1,69
s887891141.c,main,2,1,1,34,13,0,2,2,0,0,0,0,13,6,1,0,4,0,0,7,3,2,0,0,0,0,7,0,0,0,9,0,4,2,-1,19
s887891141.c,main,3,2,1,24,9,0,1,1,0,0,0,0,9,4,0,0,2,0,0,3,2,1,0,0,0,0,3,0,0,0,7,0,2,2,-1,19
s887891141.c,main,4,1,1,41,15,1,3,3,0,0,0,0,15,6,2,0,5,0,0,10,4,2,0,0,0,0,10,0,0,0,10,0,5,1,-1,22
s887891141.c,main,5,2,1,31,11,1,2,2,0,0,0,0,11,4,1,0,3,0,0,6,3,1,0,0,0,0,6,0,0,0,8,0,3,1,-1,22
s424195698.c,main,6,2,1,237,113,0,0,5,0,0,0,0,113,25,4,0,5,0,0,15,6,18,0,0,0,0,15,0,0,2,108,2,5,0,-1,69
s424195698.c,main,7,3,1,223,107,0,0,4,0,0,0,0,107,21,3,0,3,0,0,11,5,16,0,0,0,0,11,0,0,1,104,2,3,0,-1,69
s424195698.c,main,8,1,1,84,37,0,0,5,0,0,0,0,37,18,4,0,6,0,0,16,6,9,0,0,0,0,16,0,0,4,31,1,6,0,-1,23
s424195698.c,main,9,2,1,73,32,0,0,4,0,0,0,0,32,16,3,0,4,0,0,12,5,8,0,0,0,0,12,0,0,4,28,1,4,0,-1,23
